nct_id,title,status,study_type,intervention_type,phase,locations,start_date,completion_date,enrollment
NCT01195454,,COMPLETED,INTERVENTIONAL,"[{'type': 'DRUG', 'name': 'Insulin glargine (HOE901)', 'description': 'Pharmaceutical form: Lantus solution for injection\n\nRoute of administration: subcutaneous', 'armGroupLabels': ['Insulin glargine / New insulin glargine formulation']}, {'type': 'DRUG', 'name': 'Insulin glargine (HOE901)', 'description': 'Pharmaceutical form: New insulin glargine formulation solution for injection\n\nRoute of administration: subcutaneous', 'armGroupLabels': ['Insulin glargine / New insulin glargine formulation']}]",['PHASE1'],1,2010-08,2010-12,24.0
NCT00179374,Improving Diabetes Medication Adherence and Outcomes,COMPLETED,INTERVENTIONAL,"[{'type': 'BEHAVIORAL', 'name': 'Tailored telephone intervention of education', 'description': 'Tailored telephone intervention to promote metabolic control of diabetes', 'armGroupLabels': ['1']}, {'type': 'BEHAVIORAL', 'name': 'Print educational intervention', 'description': 'diabetes educational materials by mail', 'armGroupLabels': ['2']}]",['NA'],1,2003-07,2008-07,556.0
NCT00139386,Effects of Candesartan Cilexetil on Cardiovascular Events in Japanese Patients With Hypertension After Sirolimus- or Paclitaxel-Eluting Stents Implantation,COMPLETED,INTERVENTIONAL,"[{'type': 'DRUG', 'name': 'Candesartan', 'description': 'Candesartan Cilexetil (4-12 mg per day)', 'armGroupLabels': ['Candesratan'], 'otherNames': ['Blopress', '4C']}]",['PHASE4'],1,2005-10,2012-04,1119.0
NCT05435196,"Efficacy of High-intensity Exercise in Women With Prediabetes: Randomized, Controlled Trial, With Six Months Followed",ACTIVE_NOT_RECRUITING,INTERVENTIONAL,"[{'type': 'OTHER', 'name': 'Therapeutic exercise', 'description': 'The control group and the experimental group will receive the training with high-intensity interval exercise. For a period of 12 weeks both groups will participate in their exercise program, which will be supervised by the physiotherapist in charge of the study; different from the one who will carry out the randomization and the one who will perform the evaluations. Women will attend 3 times a week for an hour to the ""Hospital de especialidades"" to receive their exercise program in which they participated. Both groups will receive therapeutic education to encourage adherence and self-management, which include aspects such as flexibility, musculoskeletal pain, physical performance, quality of life focused on physical and mental health, etc.', 'armGroupLabels': ['Control', 'Experimental'], 'otherNames': ['Physiotherapy']}]",['NA'],1,2022-04-01,2024-08-01,60.0
NCT05195567,Evaluierung Der Systemgenauigkeit Des Blutglucosemonitoring Systems GlucoSpark / GlucoScore gemäß DIN EN ISO 15197:2015.,COMPLETED,INTERVENTIONAL,"[{'type': 'DIAGNOSTIC_TEST', 'name': 'Glucometer Test', 'description': 'measurement of the blood glucose concentration using the blood glucose monitor for personal use', 'armGroupLabels': ['Subject glucometer measurement']}, {'type': 'DIAGNOSTIC_TEST', 'name': 'blood glucose measurement, laboratory reference device', 'description': 'measurement of the blood glucose concentration using a laboratory reference device', 'armGroupLabels': ['Subject glucometer measurement']}]",['NA'],1,2022-02-17,2022-03-18,103.0
NCT04600167,A Randomized Double Blind Placebo Controlled Trial of Rifapentine and Isoniazid for Prevention of Tuberculosis in People With Diabetes,UNKNOWN,INTERVENTIONAL,"[{'type': 'DRUG', 'name': 'Isoniazid and Rifapentine (INH-RPT)', 'description': 'Oral combination of rifapentine (RPT, 900 mg) and isoniazid (INH, 900 mg), once-weekly for 12 weeks.', 'armGroupLabels': ['Isoniazid and Rifapentine (INH-RPT)'], 'otherNames': ['3HP']}, {'type': 'DRUG', 'name': 'Placebo', 'description': 'Participants in the control group will receive placebo once weekly for 12 weeks', 'armGroupLabels': ['Control']}]",['PHASE3'],4,2022-06-17,2025-12,3000.0
NCT07318207,A Pragmatic Clinical Trial of Time-restricted Eating in the University of Kentucky Barnstable Brown Diabetes Center,RECRUITING,INTERVENTIONAL,"[{'type': 'BEHAVIORAL', 'name': 'Time-restricted eating', 'description': 'Subjects will consume all daily calories within a 10-hour (10h +/- 1hr) window during the daytime, ending by 8:00pm. Subjects will text the time of their first and last daily calorie intake for the duration of the study.', 'armGroupLabels': ['Time-restricted eating']}]",['NA'],1,2026-04,2027-06,102.0
NCT01714232,Evaluation of Blood Glucose Meter Systems - Contour® PLUS Study,COMPLETED,INTERVENTIONAL,"[{'type': 'DEVICE', 'name': 'Contour® PLUS BGMS', 'description': 'Study staff performed Blood Glucose (BG) tests with capillary fingerstick blood collected from subjects with diabetes and without diabetes (up to 10% of subjects without diabetes were included). All meter BG results were compared with capillary plasma results obtained with a reference laboratory glucose method (YSI Glucose Analyzer).', 'armGroupLabels': ['Study Staff Test BGMSs']}, {'type': 'DEVICE', 'name': 'OneTouch® SelectSimple™ BGMS', 'description': 'Study staff performed Blood Glucose (BG) tests with capillary fingerstick blood collected from subjects with diabetes and without diabetes (up to 10% of subjects without diabetes were included). All meter BG results were compared with capillary plasma results obtained with a reference laboratory glucose method (YSI Glucose Analyzer).', 'armGroupLabels': ['Study Staff Test BGMSs']}, {'type': 'DEVICE', 'name': 'Accu-Chek® Performa BGMS', 'description': 'Study staff performed Blood Glucose (BG) tests with capillary fingerstick blood collected from subjects with diabetes and without diabetes (up to 10% of subjects without diabetes were included). All meter BG results were compared with capillary plasma results obtained with a reference laboratory glucose method (YSI Glucose Analyzer).', 'armGroupLabels': ['Study Staff Test BGMSs']}, {'type': 'DEVICE', 'name': 'Accu-Chek® Active BGMS', 'description': 'Study staff performed Blood Glucose (BG) tests with capillary fingerstick blood collected from subjects with diabetes and without diabetes (up to 10% of subjects without diabetes were included). All meter BG results were compared with capillary plasma results obtained with a reference laboratory glucose method (YSI Glucose Analyzer).', 'armGroupLabels': ['Study Staff Test BGMSs']}, {'type': 'DEVICE', 'name': 'Freestyle Freedom® BGMS', 'description': 'Study staff performed Blood Glucose (BG) tests with capillary fingerstick blood collected from subjects with diabetes and without diabetes (up to 10% of subjects without diabetes were included). All meter BG results were compared with capillary plasma results obtained with a reference laboratory glucose method (YSI Glucose Analyzer).', 'armGroupLabels': ['Study Staff Test BGMSs']}]",['NA'],1,2012-10,2012-11,106.0
NCT01908530,Clinical Assessment of a Novel Microprobe Array Continuous Glucose Monitor for Type 1 Diabetes,COMPLETED,INTERVENTIONAL,"[{'type': 'DEVICE', 'name': 'Microprobe glucose sensor', 'description': 'Assessment of safety and accuracy of a novel continuous glucose monitor based on microprobe technology.', 'armGroupLabels': ['Microprobe Glucose Sensor Phase 1', 'Microprobe Glucose Sensor Phase 2', 'Microprobe Glucose Sensor Phase 3 and 4'], 'otherNames': ['Microprobe Array Continuous Glucose Monitor']}]",['NA'],1,2013-11,2018-06,26.0
NCT05138029,Study on Precision Treatment of Diabetic Retinopathy Macular Edema Guided by Real-time Optical Coherence Tomography During Operation,UNKNOWN,INTERVENTIONAL,"[{'type': 'DRUG', 'name': 'Ranibizumab Injection [Lucentis]', 'description': 'The visual acuity and the thickness of the center of the macula were reviewed at 1 day, 7 days, 1 month, 3 months, and 6 months after the operation to compare the effect of the operation, and observe the cornea, anterior chamber, vitreous cavity, and intraocular pressure.', 'armGroupLabels': ['Anti-VEGF treatment group'], 'otherNames': ['Lucentis']}, {'type': 'PROCEDURE', 'name': 'Inner limiting membrane stripping', 'description': 'The visual acuity and the thickness of the center of the macula were reviewed at 1 day, 7 days, 1 month, 3 months, and 6 months after the operation to compare the effect of the operation, and observe the cornea, anterior chamber, vitreous cavity, and intraocular pressure.', 'armGroupLabels': ['Inner limiting membrane stripping group']}, {'type': 'DRUG', 'name': 'Dexamethasone intravitreal implant', 'description': 'The visual acuity and the thickness of the center of the macula were reviewed at 1 day, 7 days, 1 month, 3 months, and 6 months after the operation to compare the effect of the operation, and observe the cornea, anterior chamber, vitreous cavity, and intraocular pressure.', 'armGroupLabels': ['Glucocorticoid treatment group'], 'otherNames': ['Dexamethasone Implants']}]",['PHASE3'],1,2021-11-15,2024-05,60.0
NCT00523562,Study of the Role of Insulin Resistance in the Pathogenesis of the Metabolic Syndrome and of Non-alcoholic Steatohepatitis,COMPLETED,INTERVENTIONAL,"[{'type': 'OTHER', 'name': 'diet intervention', 'description': 'controlled hypercaloric high fructose, high fat, or high fat/high protein diet', 'armGroupLabels': ['Normal weight high fat+protein diet', 'normal weight male high fructose diet', 'normal weight subjects high fat diet', 'offsprings of T2DM high fructose diet']}]",['NA'],1,2006-07,2009-01,41.0
NCT05764642,Renal Microvessel Imaging for Characterization of Chronic Kidney Disease,ENROLLING_BY_INVITATION,INTERVENTIONAL,"[{'type': 'DRUG', 'name': 'Definity', 'description': 'Ultrasound contrast agent administered intravenously', 'armGroupLabels': ['Chronic Kidney Disease Group', 'Healthy Control Group'], 'otherNames': ['Perflutren Lipid Microsphere']}, {'type': 'DIAGNOSTIC_TEST', 'name': 'Super-resolution ultrasound imaging', 'description': 'Imaging technology for microvessel imaging. This technology localizes and tracks individual microbubbles (FDA approved ultrasound contrast agents) to map microvessel morphology and flow speed at a spatial resolution about 10 times higher than conventional ultrasound imaging.', 'armGroupLabels': ['Chronic Kidney Disease Group', 'Healthy Control Group'], 'otherNames': ['SRUI']}]",['PHASE2'],2,2023-08-09,2028-04,186.0
NCT02874313,Effect of Continuous Positive Airway Pressure on the Progression of Vascular Retinal Disease in Patients With Sleep Apnea and Non-proliferative Diabetic Retinopathy. A Randomized Clinical Trial,COMPLETED,INTERVENTIONAL,"[{'type': 'DEVICE', 'name': 'Continuous positive airway pressure', 'description': 'Nocturnal continuous positive airway pressure by a nasal mask. CPAP pressure will be automatically titrated using a AutoSet device (ResMed).', 'armGroupLabels': ['CPAP treatment']}, {'type': 'DRUG', 'name': 'Pharmacological treatment', 'description': 'Conventional pharmacological treatment with oral antidiabetic drugs or insulin', 'armGroupLabels': ['CPAP treatment', 'Control treatment']}, {'type': 'OTHER', 'name': 'Conventional anti-diabetic diet recommendations', 'armGroupLabels': ['CPAP treatment', 'Control treatment']}]",['PHASE4'],1,2016-08,2021-03,82.0
NCT00865956,A Comprehensive Disease Management Program for Medically-Complex Substance Users,WITHDRAWN,INTERVENTIONAL,"[{'type': 'BEHAVIORAL', 'name': 'Contingency Management', 'description': 'Rite Aid vouchers (stepped value) for reinforcement of adherence to primary care', 'armGroupLabels': ['Care Management']}, {'type': 'OTHER', 'name': 'Case management', 'description': 'Nurse case manager assigned to participant', 'armGroupLabels': ['Care Management']}]",['NA'],1,2008-03,2010-06,0.0
NCT00614614,Immunogenicity and Safety Study of a Booster Dose of GSK Biologicals' Meningococcal Vaccine 134612 Given at 12-15 Months of Age or at 15-18 Months of Age (Co-administered With Infanrix®) in Primed Healthy Toddlers.,COMPLETED,INTERVENTIONAL,"[{'type': 'BIOLOGICAL', 'name': ""GSK Biologicals' Meningococcal vaccine GSK134612 (Nimenrix)"", 'description': 'One dose in the booster phase as intramuscular injection', 'armGroupLabels': ['Menhibrix 1 Group'], 'otherNames': ['Nimenrix']}, {'type': 'BIOLOGICAL', 'name': ""GSK Biologicals' Hib-meningococcal vaccine GSK 792014 (Menhibrix)"", 'description': 'Three doses in the priming phase and, for Menhibrix 2 Group, one dose in the booster phase as intramuscular injection', 'armGroupLabels': ['Menhibrix 1 Group'], 'otherNames': ['Menhibrix']}, {'type': 'BIOLOGICAL', 'name': 'Infanrix®', 'description': 'One dose as intramuscular injection', 'armGroupLabels': ['ActHIB- Infanrix Group', 'Menhibrix 1 Group']}, {'type': 'BIOLOGICAL', 'name': 'ActHIB®', 'description': 'Three doses in the priming phase as intramuscular injection', 'armGroupLabels': ['ActHIB- Infanrix Group']}, {'type': 'BIOLOGICAL', 'name': 'Pediarix®', 'description': 'Three doses in the priming phase as intramuscular injection', 'armGroupLabels': ['ActHIB- Infanrix Group', 'Menhibrix 1 Group']}]",['PHASE3'],56,2008-02-13,2009-09-17,1558.0
NCT05269589,Impact of a Home-based Heat Therapy Intervention on Markers of Cardiometabolic Function in Adults with Type 2 Diabetes,RECRUITING,INTERVENTIONAL,"[{'type': 'OTHER', 'name': 'Thermoneutral water', 'description': 'Participants will immerse their feet in a foot bath that contains thermoneutral water', 'armGroupLabels': ['Thermoneutral']}, {'type': 'OTHER', 'name': 'Hot water', 'description': 'Participants will immerse their feet in a foot bath that contains hot water', 'armGroupLabels': ['Heat']}]",['NA'],1,2022-02-18,2026-12,44.0
NCT07519265,"Bioequivalence Study of Chiglitazar/Metformin Extended-Release Fixed Dose Combination Tablets in Healthy Subjects: A Randomized, Open-Label, Two-Period, Single-dose, Crossover Trial Under Fed Conditions",NOT_YET_RECRUITING,INTERVENTIONAL,"[{'type': 'DRUG', 'name': 'Chiglitazar/Metformin extended-release fixed-dose combination tablet, dose 1', 'description': 'Fixed-dose combination tablet containing chiglitazar and metformin extended-release, administered at dose level 1.', 'armGroupLabels': ['Sequence R-T (dose 1)', 'Sequence T-R (dose 1)']}, {'type': 'DRUG', 'name': 'Chiglitazar tablet, dose 1', 'description': 'Chiglitazar tablet administered as one of the reference treatment at dose level 1.', 'armGroupLabels': ['Sequence R-T (dose 1)', 'Sequence T-R (dose 1)']}, {'type': 'DRUG', 'name': 'Metformin extended-release tablet, dose 1', 'description': 'Metformin extended-release tablet administered as one of the reference treatment at dose level 1.', 'armGroupLabels': ['Sequence R-T (dose 1)', 'Sequence T-R (dose 1)']}, {'type': 'DRUG', 'name': 'Chiglitazar/Metformin extended-release fixed-dose combination tablet, dose 2', 'description': 'Fixed-dose combination tablet containing chiglitazar and metformin extended-release, administered at dose level 2.', 'armGroupLabels': ['Sequence R-T (dose 2)', 'Sequence T-R (dose 2)']}, {'type': 'DRUG', 'name': 'Chiglitazar tablet, dose 2', 'description': 'Chiglitazar tablet administered as one of the reference treatment at dose level 2.', 'armGroupLabels': ['Sequence R-T (dose 2)', 'Sequence T-R (dose 2)']}, {'type': 'DRUG', 'name': 'Metformin extended-release tablet, dose 2', 'description': 'Metformin extended-release tablet administered as one of the reference treatment at dose level 2.', 'armGroupLabels': ['Sequence R-T (dose 2)', 'Sequence T-R (dose 2)']}]",['NA'],0,2026-07-09,2026-08-10,64.0
NCT01121289,A Trial Investigating the Pharmacokinetic Properties of NN1218 in Subjects With Type 1 Diabetes,COMPLETED,INTERVENTIONAL,"[{'type': 'DRUG', 'name': 'NN1218', 'description': '0.2 U/kg body weight injected subcutaneously (under the skin)', 'armGroupLabels': ['NN1218, formulation A']}, {'type': 'DRUG', 'name': 'insulin aspart', 'description': '0.2 U/kg body weight injected subcutaneously (under the skin)', 'armGroupLabels': ['insulin aspart']}, {'type': 'DRUG', 'name': 'NN1218', 'description': '0.2 U/kg body weight injected subcutaneously (under the skin)', 'armGroupLabels': ['NN1218, formulation B']}, {'type': 'DRUG', 'name': 'NN1218', 'description': '0.4 U/kg body weight injected subcutaneously (under the skin)', 'armGroupLabels': ['NN1218, formulation B (high)']}, {'type': 'DRUG', 'name': 'NN1218', 'description': '0.2 U/kg body weight injected subcutaneously (under the skin)', 'armGroupLabels': ['NN1218, formulation C']}, {'type': 'DRUG', 'name': 'NN1218', 'description': '0.2 U/kg body weight injected subcutaneously (under the skin)', 'armGroupLabels': ['NN1218, formulation D']}]",['PHASE1'],1,2010-04,2010-07,26.0
NCT05521737,Effect of Electroacupuncture on Sensitive Symptoms of Distal Diabetic Peripheral Neuropathy and Its Correlation With Nerve Conduction Changes,RECRUITING,INTERVENTIONAL,"[{'type': 'PROCEDURE', 'name': 'Electroacupuncture', 'description': 'Intervention consists of a total of 32 sessions, divided into two intervention cycles, that is, 16 sessions over two months, with a rest period of one month in between. EA is applied for 20 minutes at an alternating frequency of 2 Hz. Acupunctural points are Zusanli (E36), Fenlong (E40), Yinlingquan (B9), Sanyinjiao (B6), Taichong (H3) and Zulinqi (VB41).', 'armGroupLabels': ['Interventional group'], 'otherNames': ['EA']}, {'type': 'PROCEDURE', 'name': 'Sham Acupuncture', 'description': 'Intervention consists of a total of 32 sessions, divided into two intervention cycles, that is, 16 sessions over two months, with a rest period of one month in between. Sham acupuncture will be applied using a nonpuncture device without electrical stimulation at the same acupunctural points as in the EA group.', 'armGroupLabels': ['Sham group'], 'otherNames': ['Sham']}]",['NA'],1,2021-11-01,2025-12,200.0
NCT02722902,Impact of L-Carnitine Infusion on Lipid Induced Insulin Resistance,TERMINATED,INTERVENTIONAL,"[{'type': 'DRUG', 'name': 'Carnitor', 'description': 'CARNITOR® (levocarnitine) is a carrier molecule in the transport of long-chain fatty acids L-Carnitine will be administrated intravenously as continuous infusion during the 6-hour hyperinsulinemic euglycemic clamp. The administration will start with a bolus of 15mg/kg for 10 minutes. Subsequently, continuous L-carnitine infusion of 10mg/kg will start for the remaining 350 minutes.\n\nacross the inner mitochondrial membrane.', 'armGroupLabels': ['LIPID + Carnitor'], 'otherNames': ['L-Carnitine or Levocarnitine']}, {'type': 'DIETARY_SUPPLEMENT', 'name': 'IntraLipid', 'description': 'Lipid emulsion for infusion', 'armGroupLabels': ['LIPID + Carnitor', 'LIPID + PLAC']}, {'type': 'DIETARY_SUPPLEMENT', 'name': 'Placebo', 'description': 'Saline will be used as placebo', 'armGroupLabels': ['LIPID + PLAC', 'PLAC'], 'otherNames': ['saline']}]",['NA'],1,2016-05,2017-06,17.0
NCT03593135,Effect of Apple Cider Vinegar in Type 2 Diabetic Patients With Poor Glycemic Control: a Randomized Controlled Design,COMPLETED,INTERVENTIONAL,"[{'type': 'DIETARY_SUPPLEMENT', 'name': 'Apple Cider Vinegar and tablet Tagipmet (Metformin + Sitagliptin group)', 'description': '15ml apple cider vinegar (American garden organic vinegar) (containing 5% acetic acid) mixed in 200ml water during meal at night time, for 3 months and tablet Tagipmet 50mg/1000mg (Metformin + Sitagliptin group) twice a day. NOTE medical treatment is our inclusion criteria.', 'armGroupLabels': ['Intervention group'], 'otherNames': ['intervention']}, {'type': 'OTHER', 'name': 'Water with Apple Cider vinegar flavor and tablet Tagipmet (Metformin + Sitagliptin group)', 'description': 'Flavor of apple cider vinegar in 200 ml water is added and given to have a placebo effect and tablet Tagipmet 50mg/1000mg (Metformin + Sitagliptin group) twice a day. NOTE medical treatment is our inclusion criteria.', 'armGroupLabels': ['Comparison group'], 'otherNames': ['Placebo']}]",['NA'],1,2017-07-15,2017-11-14,126.0
NCT06757751,Antidiabetic Potential of Galician High-phenolic Extra Virgin Olive Oils in Patients With Type 2 Diabetes,COMPLETED,INTERVENTIONAL,"[{'type': 'DIETARY_SUPPLEMENT', 'name': 'EVOO diet supplement', 'description': 'For 24 weeks, subjects in intervention arm will have their diet supplemented, daily, with an amount of 30 ml of EVOO (Extra Virgin Olive Oil).', 'armGroupLabels': ['Intervention arm']}]",['NA'],1,2021-04-30,2022-09-30,116.0
NCT00141232,"A Multicentre, Randomised, Double Blind Placebo Controlled Trial Evaluating Atorvastatin in Factorial With Omega-3 Fatty Acids Cardiovascular Risk Reduction in Patients With Type 2 Diabetes",COMPLETED,INTERVENTIONAL,"[{'type': 'DRUG', 'name': 'Atorvastatin and Omega-3 fatty acids'}]",['PHASE4'],59,2004-11,2006-07,810.0
NCT04784637,"Adaptive Biobehavioral Control (ABC) of Automated Insulin Delivery: A Randomized, Controlled Pilot Study",COMPLETED,INTERVENTIONAL,"[{'type': 'DEVICE', 'name': 'Web Simulation Tool (WST)', 'description': 'WST will allow users of the Control-IQ system replay treatment scenarios in computer simulation, thereby allowing user training with carbohydrate and insulin action.', 'armGroupLabels': ['Group 1', 'Group 2']}, {'type': 'DEVICE', 'name': 'Behavioral Adaptation Module (BAM)', 'description': 'BAM provides on-demand information to the participant primarily on glycemic risks.', 'armGroupLabels': ['Group 2']}, {'type': 'DEVICE', 'name': 'Auto Titration Module (ATM)', 'description': 'ATM provides recommendations to the participant to periodically update insulin parameters.', 'armGroupLabels': ['Group 1', 'Group 2']}, {'type': 'DEVICE', 'name': 'Automated Insulin Delivery (AID) System', 'description': 'The t:slim X2 insulin pump with Control-IQ technology, Tandem Diabetes Care will be the AID in this study.', 'armGroupLabels': ['Group 1', 'Group 2']}]",['NA'],1,2021-07-23,2021-12-24,31.0
NCT03497260,Fructose to Reduce Exercise-associated Hypoglycaemia in Individuals With Type 1 Diabetes Treated With Insulin Degludec: Questioning a Paradigm and Offering a Novel Strategy,COMPLETED,INTERVENTIONAL,"[{'type': 'DIETARY_SUPPLEMENT', 'name': 'Fructose', 'description': 'Intake of 20 g of fructose dissolved in 200 ml of tap water within 5 minutes 30 minutes prior to exercise.', 'armGroupLabels': ['Fructose in water first, water only second', 'Water only first, Fructose in water second']}, {'type': 'OTHER', 'name': 'Plain water', 'description': 'Intake of 200 ml of tap water within 5 minutes 30 minutes prior to exercise.', 'armGroupLabels': ['Fructose in water first, water only second', 'Water only first, Fructose in water second']}]",['NA'],1,2019-01-04,2019-09-08,15.0
NCT01884363,"Walnut Consumption, Endothelial Function, and Plasma Adipokines in Subjects With Diabetes or Coronary Disease: a Pilot Trial",COMPLETED,INTERVENTIONAL,"[{'type': 'OTHER', 'name': 'Once ounce per day of walnuts', 'armGroupLabels': ['Walnuts']}]",['NA'],1,2013-06,2015-09,26.0
NCT00364377,The Role of Incretins in the Pathogenesis of Fasting and Postprandial Glucose Metabolism in People With Impaired Fasting Glucose,COMPLETED,INTERVENTIONAL,"[{'type': 'DRUG', 'name': 'Sitagliptin', 'description': '100 mg once daily', 'armGroupLabels': ['Sitagliptin'], 'otherNames': ['Januvia']}, {'type': 'OTHER', 'name': 'Placebo', 'description': 'once daily for duration of the study', 'armGroupLabels': ['Placebo']}]",['PHASE4'],1,2006-08,2008-12,22.0
NCT06915090,FIT-COACH: Fitbit Intervention With Coordinated Health Coaching and PCP Support,COMPLETED,INTERVENTIONAL,"[{'type': 'BEHAVIORAL', 'name': 'Health Coach/Fitbit', 'description': ""Health coach visits (up to 6) will be conducted virtually and include:\n\nSession 1:\n\n* Assessment, wellness vision,\n* Habits and goals (Stretching, strength training, cardiovascular PA/walking, Diet)\n* Motivation, resources, and guidelines\n* Online program orientation\n* Set first week's goals\n\nSessions 2-5:\n\n-Goal review, successes and challenges, new goal setting (i.e. Increase steps by 1,000/day if consistently meeting goal)\n\nSession 6\n\n-Review of progress, maintenance plan, final assessment"", 'armGroupLabels': ['GLP-1/Coaching Arm']}]",['NA'],1,2025-03-18,2025-09-30,15.0
NCT05507892,Molecular Mechanisms of SGLT2 Inhibition in Diabetic Kidney Disease,RECRUITING,INTERVENTIONAL,"[{'type': 'DRUG', 'name': 'canagliflozin', 'description': 'Canagliflozin is in a class of medications called sodium-glucose co-transporter 2 (SGLT2) inhibitors. It is a used to treat type 2 diabetes. Canagliflozin lowers blood sugars by causing the kidneys to excrete more glucose in the urine.', 'armGroupLabels': ['Treatment'], 'otherNames': ['Invokana']}, {'type': 'DRUG', 'name': 'Aminohippurate Sodium Inj 20%', 'description': 'Diagnostic aid/agent used to measure renal plasma flow (RPF) PAH (Basic Pharma, Geleen, Netherlands) has been used to measure RPF in human research for 7 decades, and is very well tolerated and generally recognized as safe with low toxicity.', 'armGroupLabels': ['Treatment'], 'otherNames': ['-Sodium 4-amino hippurate (PAH) inj 20% 2g/10mL -Para-aminohippurate']}]",['PHASE2'],2,2022-10-10,2026-12-15,40.0
NCT00543361,"A Double-Blind, Randomized, Active-Controlled MK0767 and Metformin Comparator Study in Type 2 Diabetic Patients Inadequately Controlled on Diet and Exercise",TERMINATED,INTERVENTIONAL,"[{'type': 'DRUG', 'name': 'MK0767', 'description': 'Duration of Treatment: 52 Weeks'}, {'type': 'DRUG', 'name': 'Comparator: placebo (unspecified)', 'description': 'Duration of Treatment: 52 Weeks'}, {'type': 'DRUG', 'name': 'Comparator: metformin', 'description': 'Duration of Treatment: 52 Weeks'}]",['PHASE3'],0,2003-05,2003-12,382.0
NCT03065140,Muscle Fat Compartments and Turnover as Determinant of Insulin Sensitivity - the MISTY Study,COMPLETED,INTERVENTIONAL,"[{'type': 'OTHER', 'name': 'Training or detraining', 'description': 'A period of detraining or a supervised exercise program.', 'armGroupLabels': ['Diabetic Patients', 'Healthy Volunteers'], 'otherNames': ['Detraining or training']}]",['NA'],1,2016-09,2019-01,50.0
NCT05540509,"Active Moms: A Feasibility Study of a Community-Based and Home-Based Physical Activity Intervention for Low-Income, Ethnic-Minority Mothers",COMPLETED,INTERVENTIONAL,"[{'type': 'BEHAVIORAL', 'name': 'Community-based intervention', 'description': 'Mothers were given physical activity goals and coping resources to practice at home and were asked to record their experiences on an activity log. Course content was taught from a detailed training manual and was based on concepts and strategies from social cognitive theory that have been effective in increasing physical activity and fitness levels among mothers. In the first month, mothers attended group exercise sessions twice per week (total of eight group sessions) and exercised on their own once per week. In the second month, mothers attended group exercise sessions once per week (total of four group sessions) and exercised on their own twice per week. In the third month, mothers exercised on their own three times per week.', 'armGroupLabels': ['Community-based intervention'], 'otherNames': ['CBI']}, {'type': 'BEHAVIORAL', 'name': 'Home-based intervention', 'description': 'The HBI group received information on building social support and reducing physical activity barriers based on materials from the Diabetes Prevention Program. Participants were also given activity logs to record their physical activity each week, which was collected by research staff at each monthly assessment time point to assess how participants were progressing with their physical activity goals. Mothers exercised on their own for three months with the goal of meeting national physical activity guidelines', 'armGroupLabels': ['Home-based intervention'], 'otherNames': ['HBI']}]",['NA'],0,2012-05-23,2013-05-01,30.0
NCT02005042,"Developing a Real-time, Ecologically Sensitive Physical Activity Intervention Using Smartphones and Bluetooth-enabled Pedometers: Feasibility and Initial Efficacy",COMPLETED,INTERVENTIONAL,"[{'type': 'BEHAVIORAL', 'name': 'Feedback on smartphone', 'description': 'Receive personalized feedback (EMI) on smartphone regarding physical activity', 'armGroupLabels': ['Feedback on smartphone']}]",['NA'],1,2013-11,2015-05,37.0
NCT01070238,"Explorative, Pilot Study With Cross-over Design on the Metabolic Response of Orally Applied Slow Released Carbohydrates in Diabetes Type 2 Patients",COMPLETED,INTERVENTIONAL,"[{'type': 'DIETARY_SUPPLEMENT', 'name': 'Isomaltulose'}]","['PHASE1', 'PHASE2']",1,,,
NCT01948986,"A Phase 1, Non-Randomized, Open-Label, Single Dose Study to Evaluate the Effect of Renal Impairment on the Pharmacokinetics, Pharmacodynamics, Safety and Tolerability of Ertugliflozin in Subjects With Type 2 Diabetes Mellitus",COMPLETED,INTERVENTIONAL,"[{'type': 'DRUG', 'name': 'Ertugliflozin', 'description': 'Single oral administration of 3 X 5 mg tablets.', 'armGroupLabels': ['Ertugliflozin 15 mg (T2DM with Mild Renal Impairment)', 'Ertugliflozin 15 mg (T2DM with Moderate Renal Impairment)', 'Ertugliflozin 15 mg (T2DM with Normal Renal Function)', 'Ertugliflozin 15 mg (T2DM with Severe Renal Impairment)', 'Ertugliflozin, 15 mg (Healthy Part. with Normal Renal Funct.)'], 'otherNames': ['MK-8835']}]",['PHASE1'],0,2013-10-01,2014-10-16,36.0
NCT02747108,Improving Veteran Engagement in Diabetes Prevention (CDA 13-267),COMPLETED,INTERVENTIONAL,"[{'type': 'BEHAVIORAL', 'name': 'Blood Test Group Intervention', 'description': 'Patients randomly assigned to the Blood Test Group will complete an HbA1c blood test around the time of their next primary care appointment. Following the HbA1c test, their VA primary care provider will be notified of the test result and will be provided with a detailed interpretation of the result. Trained study staff will then provide brief counseling by phone and written information by mail about their test result. The brief counseling and written information will be based on the American Diabetes Association and National Diabetes Prevention Program guidelines and will emphasize the risk of progression to type 2 diabetes mellitus and the rationale for preventive strategies, encourage aerobic exercise and a calorie-restricted diet to promote and maintain weight loss, and set a goal of achieving and sustaining a weight loss of at least 5% of body weight.', 'armGroupLabels': ['Blood Test Group']}, {'type': 'BEHAVIORAL', 'name': 'Brochure Group Intervention', 'description': 'Participants will be asked to review a handout from the National Center for Health Promotion and Disease Prevention (NCP) on recommended screening tests and immunizations on or around the same date as their next primary care appointment.', 'armGroupLabels': ['Brochure Group (usual care)']}]",['NA'],1,2015-12-02,2020-03-30,315.0
